date,first_timestamp,last_timestamp,n_price_observations,n_intraday_returns,rv,session_return,is_regular_close,is_model_eligible,quality_flag
2013-10-30,2013-10-30,2013-10-30,390,389,3.86246189583056e-05,-0.0063594207658793775,True,True,eligible_regular_session
2013-10-31,2013-10-31,2013-10-31,390,389,2.3569231174342646e-05,-0.0032610330118264174,True,True,eligible_regular_session
2013-11-01,2013-11-01,2013-11-01,390,389,2.3228684254078157e-05,0.0014366553959207996,True,True,eligible_regular_session
2013-11-04,2013-11-04,2013-11-04,390,389,9.965022745945998e-06,0.0010695460542348328,True,True,eligible_regular_session
2013-11-05,2013-11-05,2013-11-05,390,389,1.5470520197409704e-05,-0.0003346293160832654,True,True,eligible_regular_session
2013-11-06,2013-11-06,2013-11-06,390,389,1.322217904391505e-05,0.0018369526455776614,True,True,eligible_regular_session
2013-11-07,2013-11-07,2013-11-07,390,389,3.376178209981629e-05,-0.01421454514580691,True,True,eligible_regular_session
2013-11-08,2013-11-08,2013-11-08,390,389,2.523713987098869e-05,0.012269674198315787,True,True,eligible_regular_session
2013-11-11,2013-11-11,2013-11-11,390,389,9.182680547976355e-06,0.0014459031504880468,True,True,eligible_regular_session
2013-11-12,2013-11-12,2013-11-12,390,389,1.7614978363984284e-05,0.00010183299397800363,True,True,eligible_regular_session
2013-11-13,2013-11-13,2013-11-13,390,389,1.1901079246493907e-05,0.011304657159392953,True,True,eligible_regular_session
2013-11-14,2013-11-14,2013-11-14,390,389,1.5434969710680086e-05,0.004662795988958722,True,True,eligible_regular_session
2013-11-15,2013-11-15,2013-11-15,390,389,6.272424438182695e-06,0.0034817715870581237,True,True,eligible_regular_session
2013-11-18,2013-11-18,2013-11-18,390,389,1.4145233260476746e-05,-0.005250378835202198,True,True,eligible_regular_session
2013-11-19,2013-11-19,2013-11-19,390,389,2.6002476118620918e-05,-0.0016595937525960627,True,True,eligible_regular_session
2013-11-20,2013-11-20,2013-11-20,390,389,3.545414190590577e-05,-0.004592276258988569,True,True,eligible_regular_session
2013-11-21,2013-11-21,2013-11-21,390,389,1.0939233625301533e-05,0.005679247535299919,True,True,eligible_regular_session
2013-11-22,2013-11-22,2013-11-22,390,389,6.8903483800587134e-06,0.004470205659705619,True,True,eligible_regular_session
2013-11-25,2013-11-25,2013-11-25,390,389,7.808442892482068e-06,-0.0024377688769072143,True,True,eligible_regular_session
2013-11-26,2013-11-26,2013-11-26,390,389,7.3320906404217915e-06,-0.00017746425805512402,True,True,eligible_regular_session
2013-11-27,2013-11-27,2013-11-27,390,389,5.9452401282111265e-06,0.0009024346970178164,True,True,eligible_regular_session
2013-11-29,2013-11-29,2013-11-29,231,230,8.453940612621912e-06,-0.001709681137726194,False,False,short_or_incomplete
2013-12-02,2013-12-02,2013-12-02,390,389,1.4153973753601252e-05,-0.0038908398306760927,True,True,eligible_regular_session
2013-12-03,2013-12-03,2013-12-03,390,389,1.94827684068607e-05,-0.0012637124203392321,True,True,eligible_regular_session
2013-12-04,2013-12-04,2013-12-04,390,389,3.296961245166672e-05,0.0024851809519703897,True,True,eligible_regular_session
2013-12-05,2013-12-05,2013-12-05,390,389,2.2528300788366252e-05,-0.0025010434045889484,True,True,eligible_regular_session
2013-12-06,2013-12-06,2013-12-06,390,389,2.0262498771523916e-05,0.005132232617180737,True,True,eligible_regular_session
2013-12-09,2013-12-09,2013-12-09,390,389,8.707411696902162e-06,0.00046460434798319513,True,True,eligible_regular_session
2013-12-10,2013-12-10,2013-12-10,390,389,1.0927749806543344e-05,-0.0014800076979061985,True,True,eligible_regular_session
2013-12-11,2013-12-11,2013-12-11,390,389,2.237277935762048e-05,-0.011320612439386625,True,True,eligible_regular_session
2013-12-12,2013-12-12,2013-12-12,390,389,2.1420183526558637e-05,-0.0033176291971391933,True,True,eligible_regular_session
2013-12-13,2013-12-13,2013-12-13,390,389,1.719252018320763e-05,-0.0023858302073188095,True,True,eligible_regular_session
2013-12-16,2013-12-16,2013-12-16,390,389,1.648344079710805e-05,0.002118241195510234,True,True,eligible_regular_session
2013-12-17,2013-12-17,2013-12-17,390,389,1.5484464472756595e-05,-0.003021785487829964,True,True,eligible_regular_session
2013-12-18,2013-12-18,2013-12-18,390,389,0.00011089139205751326,0.01591241289395338,True,True,eligible_regular_session
2013-12-19,2013-12-19,2013-12-19,390,389,1.6083353789570883e-05,0.0015928766399941844,True,True,eligible_regular_session
2013-12-20,2013-12-20,2013-12-20,390,389,9.81694982308214e-06,0.004748666133198404,True,True,eligible_regular_session
2013-12-23,2013-12-23,2013-12-23,390,389,6.9730771178752985e-06,0.0012808023732547365,True,True,eligible_regular_session
2013-12-24,2013-12-24,2013-12-24,231,230,2.8335022393271252e-06,0.00268726334114416,False,False,short_or_incomplete
2013-12-26,2013-12-26,2013-12-26,390,389,4.699133930287027e-06,0.0027836543628453362,True,True,eligible_regular_session
2013-12-27,2013-12-27,2013-12-27,390,389,3.939792649231354e-06,-0.0016279931529827212,True,True,eligible_regular_session
2013-12-30,2013-12-30,2013-12-30,390,389,4.1203676518306065e-06,-0.0001955278443309828,True,True,eligible_regular_session
2013-12-31,2013-12-31,2013-12-31,390,389,7.75866111291587e-06,0.0022213683005164013,True,True,eligible_regular_session
2014-01-02,2014-01-02,2014-01-02,390,389,1.9551352450406543e-05,-0.005763610609550117,True,True,eligible_regular_session
2014-01-03,2014-01-03,2014-01-03,390,389,9.762367445722685e-06,-0.0015930780867546717,True,True,eligible_regular_session
2014-01-06,2014-01-06,2014-01-06,390,389,1.9586526090245266e-05,-0.005220005082353754,True,True,eligible_regular_session
2014-01-07,2014-01-07,2014-01-07,390,389,9.33257743770564e-06,0.0031608861531937918,True,True,eligible_regular_session
2014-01-08,2014-01-08,2014-01-08,390,389,2.3927061811825674e-05,0.0005117651654067485,True,True,eligible_regular_session
2014-01-09,2014-01-09,2014-01-09,390,389,1.5947994631100624e-05,-0.0016036228998315449,True,True,eligible_regular_session
2014-01-10,2014-01-10,2014-01-10,390,389,1.8920135391791367e-05,0.0003582984121195024,True,True,eligible_regular_session
2014-01-13,2014-01-13,2014-01-13,390,389,2.345572070246053e-05,-0.011700769895405529,True,True,eligible_regular_session
2014-01-14,2014-01-14,2014-01-14,390,389,1.6639281548873287e-05,0.0076883132512743195,True,True,eligible_regular_session
2014-01-15,2014-01-15,2014-01-15,390,389,1.2696923954106845e-05,0.003349197264725547,True,True,eligible_regular_session
2014-01-16,2014-01-16,2014-01-16,390,389,1.0626702301144158e-05,-0.00018959862029007042,True,True,eligible_regular_session
2014-01-17,2014-01-17,2014-01-17,390,389,1.1667470605026169e-05,-0.0031064695978460146,True,True,eligible_regular_session
2014-01-21,2014-01-21,2014-01-21,390,389,1.946389957479608e-05,-0.001008452652952032,True,True,eligible_regular_session
2014-01-22,2014-01-22,2014-01-22,390,389,9.823012255170078e-06,-0.00021137008541621433,True,True,eligible_regular_session
2014-01-23,2014-01-23,2014-01-23,390,389,3.254464579724764e-05,-0.005481557830153208,True,True,eligible_regular_session
2014-01-24,2014-01-24,2014-01-24,390,389,4.408506464444491e-05,-0.0169105147112151,True,True,eligible_regular_session
2014-01-27,2014-01-27,2014-01-27,390,389,5.6310567577728585e-05,-0.005881662137548012,True,True,eligible_regular_session
2014-01-28,2014-01-28,2014-01-28,390,389,2.5924405690395402e-05,0.005869549834481692,True,True,eligible_regular_session
2014-01-29,2014-01-29,2014-01-29,390,389,8.983123670286735e-05,-0.00401032082849058,True,True,eligible_regular_session
2014-01-30,2014-01-30,2014-01-30,390,389,2.309395906406167e-05,0.005847087253775827,True,True,eligible_regular_session
2014-01-31,2014-01-31,2014-01-31,390,389,4.809791563903159e-05,0.0008867985471905595,True,True,eligible_regular_session
2014-02-03,2014-02-03,2014-02-03,390,389,7.406848957165256e-05,-0.023129503050989604,True,True,eligible_regular_session
2014-02-04,2014-02-04,2014-02-04,390,389,4.7990382411469915e-05,0.003973129552245755,True,True,eligible_regular_session
2014-02-05,2014-02-05,2014-02-05,390,389,6.214384336645473e-05,0.0008680605674643479,True,True,eligible_regular_session
2014-02-06,2014-02-06,2014-02-06,390,389,1.9934458889454385e-05,0.010306155247544834,True,True,eligible_regular_session
2014-02-07,2014-02-07,2014-02-07,390,389,2.8318104010789025e-05,0.008636573585120004,True,True,eligible_regular_session
2014-02-10,2014-02-10,2014-02-10,390,389,1.4254312428953307e-05,0.0021304475599352364,True,True,eligible_regular_session
2014-02-11,2014-02-11,2014-02-11,390,389,1.4553216930865675e-05,0.010153605331965734,True,True,eligible_regular_session
2014-02-12,2014-02-12,2014-02-12,390,389,1.5458466937647077e-05,-0.0009450602080321022,True,True,eligible_regular_session
2014-02-13,2014-02-13,2014-02-13,390,389,1.5807399917262578e-05,0.01091411519594126,True,True,eligible_regular_session
2014-02-14,2014-02-14,2014-02-14,390,389,1.2583493057054465e-05,0.006334919600762906,True,True,eligible_regular_session
2014-02-18,2014-02-18,2014-02-18,390,389,1.3311918065268654e-05,0.0007063643720979406,True,True,eligible_regular_session
2014-02-19,2014-02-19,2014-02-19,390,389,2.7518907425997532e-05,-0.004887664583218766,True,True,eligible_regular_session
2014-02-20,2014-02-20,2014-02-20,390,389,2.175904263825727e-05,0.005215199624332054,True,True,eligible_regular_session
2014-02-21,2014-02-21,2014-02-21,390,389,1.5932288965456526e-05,-0.0027189297647805966,True,True,eligible_regular_session
2014-02-24,2014-02-24,2014-02-24,390,389,1.5974398635241326e-05,0.00505616006905232,True,True,eligible_regular_session
2014-02-25,2014-02-25,2014-02-25,390,389,2.5691224915189356e-05,-0.0017218045295478697,True,True,eligible_regular_session
2014-02-26,2014-02-26,2014-02-26,390,389,2.5041992733969546e-05,-0.0013105381038166258,True,True,eligible_regular_session
2014-02-27,2014-02-27,2014-02-27,390,389,2.119883310152399e-05,0.005266983829494523,True,True,eligible_regular_session
2014-02-28,2014-02-28,2014-02-28,390,389,3.120912821719484e-05,0.002294159518562938,True,True,eligible_regular_session
2014-03-03,2014-03-03,2014-03-03,390,389,5.3344111634220256e-05,-0.0020191801845925086,True,True,eligible_regular_session
2014-03-04,2014-03-04,2014-03-04,390,389,2.3541918335548953e-05,0.008226749687491331,True,True,eligible_regular_session
2014-03-05,2014-03-05,2014-03-05,390,389,1.925681177759515e-05,-0.00034144077668059374,True,True,eligible_regular_session
2014-03-06,2014-03-06,2014-03-06,390,389,8.529866685729368e-06,-0.00019174944797638416,True,True,eligible_regular_session
2014-03-07,2014-03-07,2014-03-07,390,389,2.814642889142148e-05,-0.0027228410932030917,True,True,eligible_regular_session
2014-03-10,2014-03-10,2014-03-10,390,389,2.0524588654761165e-05,0.0005595687736106257,True,True,eligible_regular_session
2014-03-11,2014-03-11,2014-03-11,390,389,2.0300429429235822e-05,-0.0063402818945831625,True,True,eligible_regular_session
2014-03-12,2014-03-12,2014-03-12,390,389,2.4418729560164098e-05,0.0033457041096046926,True,True,eligible_regular_session
2014-03-13,2014-03-13,2014-03-13,390,389,3.925050078342258e-05,-0.01365717455289803,True,True,eligible_regular_session
2014-03-14,2014-03-14,2014-03-14,390,389,3.722351591163067e-05,-0.002322364645615838,True,True,eligible_regular_session
2014-03-17,2014-03-17,2014-03-17,390,389,2.4304364320263874e-05,0.005384420885707465,True,True,eligible_regular_session
2014-03-18,2014-03-18,2014-03-18,390,389,1.651203870920533e-05,0.005764600200779344,True,True,eligible_regular_session
2014-03-19,2014-03-19,2014-03-19,390,389,4.6761288009920365e-05,-0.005866879235582799,True,True,eligible_regular_session
2014-03-20,2014-03-20,2014-03-20,390,389,2.092869568369721e-05,0.007296152449772396,True,True,eligible_regular_session
2014-03-21,2014-03-21,2014-03-21,390,389,3.065870923818979e-05,-0.00606978893516755,True,True,eligible_regular_session
2014-03-24,2014-03-24,2014-03-24,390,389,3.8464878373475425e-05,-0.006556732043561281,True,True,eligible_regular_session
2014-03-25,2014-03-25,2014-03-25,390,389,3.195751858807825e-05,-7.503443548158108e-05,True,True,eligible_regular_session
2014-03-26,2014-03-26,2014-03-26,390,389,3.757045359972165e-05,-0.01024548510011931,True,True,eligible_regular_session
2014-03-27,2014-03-27,2014-03-27,390,389,4.5912029457444585e-05,-0.00023251601356019018,True,True,eligible_regular_session
2014-03-28,2014-03-28,2014-03-28,390,389,2.431687397382584e-05,0.0019454787242945977,True,True,eligible_regular_session
2014-03-31,2014-03-31,2014-03-31,390,389,1.834438335603848e-05,0.0029364198407814284,True,True,eligible_regular_session
2014-04-01,2014-04-01,2014-04-01,390,389,1.1620123823150047e-05,0.004459511742472478,True,True,eligible_regular_session
2014-04-02,2014-04-02,2014-04-02,390,389,1.4128102339622109e-05,0.0022553176267780767,True,True,eligible_regular_session
2014-04-03,2014-04-03,2014-04-03,390,389,1.3928906059463229e-05,-0.0020571514395199796,True,True,eligible_regular_session
2014-04-04,2014-04-04,2014-04-04,390,389,4.5833457504135426e-05,-0.016652430421687344,True,True,eligible_regular_session
2014-04-07,2014-04-07,2014-04-07,390,389,4.1107311287537466e-05,-0.008543670027188975,True,True,eligible_regular_session
2014-04-08,2014-04-08,2014-04-08,390,389,3.5752137542636114e-05,0.004800559090526373,True,True,eligible_regular_session
2014-04-09,2014-04-09,2014-04-09,390,389,2.5888399453982014e-05,0.008453806797165465,True,True,eligible_regular_session
2014-04-10,2014-04-10,2014-04-10,390,389,4.6294590232696297e-05,-0.020049430089169817,True,True,eligible_regular_session
2014-04-11,2014-04-11,2014-04-11,390,389,5.851126467196871e-05,-0.004138130230225538,True,True,eligible_regular_session
2014-04-14,2014-04-14,2014-04-14,390,389,3.6920281736494356e-05,0.002515752114389854,True,True,eligible_regular_session
2014-04-15,2014-04-15,2014-04-15,390,389,7.700344169055754e-05,0.005473622275795668,True,True,eligible_regular_session
2014-04-16,2014-04-16,2014-04-16,390,389,3.7159215707237575e-05,0.006011232571222923,True,True,eligible_regular_session
2014-04-17,2014-04-17,2014-04-17,390,389,2.043033794622176e-05,0.0016850198247085316,True,True,eligible_regular_session
2014-04-21,2014-04-21,2014-04-21,390,389,1.4698084416871043e-05,0.003034172867414852,True,True,eligible_regular_session
2014-04-22,2014-04-22,2014-04-22,390,389,8.636242569405375e-06,0.0032931225941029165,True,True,eligible_regular_session
2014-04-23,2014-04-23,2014-04-23,390,389,1.221480279032251e-05,-0.0016036615928862131,True,True,eligible_regular_session
2014-04-24,2014-04-24,2014-04-24,390,389,2.481399721580417e-05,-0.0019145581358909775,True,True,eligible_regular_session
2014-04-25,2014-04-25,2014-04-25,390,389,2.1423344183967915e-05,-0.005244916973047079,True,True,eligible_regular_session
2014-04-28,2014-04-28,2014-04-28,390,389,4.391331217859956e-05,4.814185801745261e-05,True,True,eligible_regular_session
2014-04-29,2014-04-29,2014-04-29,390,389,2.128698167709897e-05,0.0026227146254845877,True,True,eligible_regular_session
2014-04-30,2014-04-30,2014-04-30,390,389,2.5924761059019636e-05,0.004635514361125681,True,True,eligible_regular_session
2014-05-01,2014-05-01,2014-05-01,390,389,2.136306773666938e-05,-0.0005785854543660773,True,True,eligible_regular_session
2014-05-02,2014-05-02,2014-05-02,390,389,2.4843954489111154e-05,-0.0019650441022660173,True,True,eligible_regular_session
2014-05-05,2014-05-05,2014-05-05,390,389,1.877978816313682e-05,0.006045562219359058,True,True,eligible_regular_session
2014-05-06,2014-05-06,2014-05-06,390,389,1.754955024700372e-05,-0.006526570954206559,True,True,eligible_regular_session
2014-05-07,2014-05-07,2014-05-07,390,389,3.626299427893602e-05,0.0036376283544701056,True,True,eligible_regular_session
2014-05-08,2014-05-08,2014-05-08,390,389,2.775558258628391e-05,-0.0007249737781081867,True,True,eligible_regular_session
2014-05-09,2014-05-09,2014-05-09,390,389,2.6401660850678088e-05,0.001961328362338217,True,True,eligible_regular_session
2014-05-12,2014-05-12,2014-05-12,390,389,9.634340776728838e-06,0.005890550406274196,True,True,eligible_regular_session
2014-05-13,2014-05-13,2014-05-13,390,389,1.0748518864957633e-05,-0.00025824608887522934,True,True,eligible_regular_session
2014-05-14,2014-05-14,2014-05-14,390,389,1.2124556577386126e-05,-0.004000163860738192,True,True,eligible_regular_session
2014-05-15,2014-05-15,2014-05-15,390,389,3.2288343478409506e-05,-0.007736972202579675,True,True,eligible_regular_session
2014-05-16,2014-05-16,2014-05-16,390,389,2.3316635325556126e-05,0.0036329630969788706,True,True,eligible_regular_session
2014-05-19,2014-05-19,2014-05-19,390,389,1.2762203974101531e-05,0.005991291732465532,True,True,eligible_regular_session
2014-05-20,2014-05-20,2014-05-20,390,389,2.1068072744990077e-05,-0.005648394102875625,True,True,eligible_regular_session
2014-05-21,2014-05-21,2014-05-21,390,389,1.5821655273048228e-05,0.00556672459827698,True,True,eligible_regular_session
2014-05-22,2014-05-22,2014-05-22,390,389,9.968683457851859e-06,0.0025606989247866116,True,True,eligible_regular_session
2014-05-23,2014-05-23,2014-05-23,390,389,4.67942489686306e-06,0.0035737290167079617,True,True,eligible_regular_session
2014-05-27,2014-05-27,2014-05-27,390,389,5.764935933251009e-06,0.0031274335766483634,True,True,eligible_regular_session
2014-05-28,2014-05-28,2014-05-28,390,389,8.499678404741523e-06,-0.001323807001252119,True,True,eligible_regular_session
2014-05-29,2014-05-29,2014-05-29,390,389,7.558226777956834e-06,0.0031618517419593505,True,True,eligible_regular_session
2014-05-30,2014-05-30,2014-05-30,390,389,7.150091900142027e-06,0.0024361689256491926,True,True,eligible_regular_session
2014-06-02,2014-06-02,2014-06-02,390,389,9.683262899419952e-06,-6.75379056752558e-05,True,True,eligible_regular_session
2014-06-03,2014-06-03,2014-06-03,390,389,7.500031662685494e-06,0.0018257624767017814,True,True,eligible_regular_session
2014-06-04,2014-06-04,2014-06-04,390,389,6.390394834221177e-06,0.0035857046904777794,True,True,eligible_regular_session
2014-06-05,2014-06-05,2014-06-05,390,389,1.2077764876408185e-05,0.005359365984530585,True,True,eligible_regular_session
2014-06-06,2014-06-06,2014-06-06,390,389,4.485062026874946e-06,0.0027023988661903915,True,True,eligible_regular_session
2014-06-09,2014-06-09,2014-06-09,390,389,7.723775109039914e-06,0.001271905927354693,True,True,eligible_regular_session
2014-06-10,2014-06-10,2014-06-10,390,389,6.839730745756533e-06,0.0010565729043643705,True,True,eligible_regular_session
2014-06-11,2014-06-11,2014-06-11,390,389,8.929339095484697e-06,-0.0008073370401977936,True,True,eligible_regular_session
2014-06-12,2014-06-12,2014-06-12,390,389,1.2077472084341484e-05,-0.006110319490233845,True,True,eligible_regular_session
2014-06-13,2014-06-13,2014-06-13,390,389,1.1543046056956176e-05,0.0013439959015213907,True,True,eligible_regular_session
2014-06-16,2014-06-16,2014-06-16,390,389,1.033127048587134e-05,0.0026352246405624584,True,True,eligible_regular_session
2014-06-17,2014-06-17,2014-06-17,390,389,1.1382715608980612e-05,0.003982815209523701,True,True,eligible_regular_session
2014-06-18,2014-06-18,2014-06-18,390,389,1.4934075612626833e-05,0.007637912581105994,True,True,eligible_regular_session
2014-06-19,2014-06-19,2014-06-19,390,389,7.12769884559619e-06,0.0009089934800471533,True,True,eligible_regular_session
2014-06-20,2014-06-20,2014-06-20,390,389,4.660592018734054e-06,0.0014884823799015698,True,True,eligible_regular_session
2014-06-23,2014-06-23,2014-06-23,390,389,7.30164749626357e-06,-0.0001324773261899213,True,True,eligible_regular_session
2014-06-24,2014-06-24,2014-06-24,390,389,1.1883798381868864e-05,-0.004777893724292218,True,True,eligible_regular_session
2014-06-25,2014-06-25,2014-06-25,390,389,1.3778097064909298e-05,0.0057314665143624165,True,True,eligible_regular_session
2014-06-26,2014-06-26,2014-06-26,390,389,1.6815027315769215e-05,-0.00040865115042087075,True,True,eligible_regular_session
2014-06-27,2014-06-27,2014-06-27,390,389,8.47026677056184e-06,0.0033048594101975502,True,True,eligible_regular_session
2014-06-30,2014-06-30,2014-06-30,390,389,8.492697208954984e-06,-0.00018874517671818705,True,True,eligible_regular_session
2014-07-01,2014-07-01,2014-07-01,390,389,1.0048764962532648e-05,0.004449192163427444,True,True,eligible_regular_session
2014-07-02,2014-07-02,2014-07-02,390,389,5.951689513485351e-06,0.0008512406839544838,True,True,eligible_regular_session
2014-07-03,2014-07-03,2014-07-03,231,230,5.239923315116757e-06,0.0034965158795120786,False,False,short_or_incomplete
2014-07-07,2014-07-07,2014-07-07,390,389,7.472252062224535e-06,-0.0020460597766999676,True,True,eligible_regular_session
2014-07-08,2014-07-08,2014-07-08,390,389,1.4225351473297613e-05,-0.00500279116754838,True,True,eligible_regular_session
2014-07-09,2014-07-09,2014-07-09,390,389,1.4105348644675136e-05,0.0026547902040401894,True,True,eligible_regular_session
2014-07-10,2014-07-10,2014-07-10,390,389,1.931704429546111e-05,0.002231825315452219,True,True,eligible_regular_session
2014-07-11,2014-07-11,2014-07-11,390,389,1.0580705897538756e-05,0.001648234625892888,True,True,eligible_regular_session
2014-07-14,2014-07-14,2014-07-14,390,389,4.998564030082109e-06,0.0008399577479004125,True,True,eligible_regular_session
2014-07-15,2014-07-15,2014-07-15,390,389,2.0597864650420086e-05,-0.002873986849312353,True,True,eligible_regular_session
2014-07-16,2014-07-16,2014-07-16,390,389,7.647310034707203e-06,-0.00030276118429227856,True,True,eligible_regular_session
2014-07-17,2014-07-17,2014-07-17,390,389,2.742740274779706e-05,-0.0095565602135316,True,True,eligible_regular_session
2014-07-18,2014-07-18,2014-07-18,390,389,1.0303612027006175e-05,0.008239775515057517,True,True,eligible_regular_session
2014-07-21,2014-07-21,2014-07-21,390,389,9.673115158854422e-06,0.000567649086477348,True,True,eligible_regular_session
2014-07-22,2014-07-22,2014-07-22,390,389,7.476615045496228e-06,0.002518657812451275,True,True,eligible_regular_session
2014-07-23,2014-07-23,2014-07-23,390,389,7.167439028667925e-06,0.0006191093580078036,True,True,eligible_regular_session
2014-07-24,2014-07-24,2014-07-24,390,389,6.992883284966974e-06,-0.000734221808191302,True,True,eligible_regular_session
2014-07-25,2014-07-25,2014-07-25,390,389,9.480060266151584e-06,-0.0025344588716899,True,True,eligible_regular_session
2014-07-28,2014-07-28,2014-07-28,390,389,1.369076513626998e-05,0.00048023092447353337,True,True,eligible_regular_session
2014-07-29,2014-07-29,2014-07-29,390,389,1.5879049239003294e-05,-0.005567266788592744,True,True,eligible_regular_session
2014-07-30,2014-07-30,2014-07-30,390,389,3.20589824449473e-05,-0.003374683976150018,True,True,eligible_regular_session
2014-07-31,2014-07-31,2014-07-31,390,389,3.7194886631126614e-05,-0.014272956016987026,True,True,eligible_regular_session
2014-08-01,2014-08-01,2014-08-01,390,389,4.6148541868907023e-05,-0.0007373061660229477,True,True,eligible_regular_session
2014-08-04,2014-08-04,2014-08-04,390,389,2.1017661247830816e-05,0.005398067946741888,True,True,eligible_regular_session
2014-08-05,2014-08-05,2014-08-05,390,389,5.756057359226789e-05,-0.0064938832417059085,True,True,eligible_regular_session
2014-08-06,2014-08-06,2014-08-06,390,389,2.9050673803413958e-05,0.002492687499043281,True,True,eligible_regular_session
2014-08-07,2014-08-07,2014-08-07,390,389,3.533293832335582e-05,-0.008671245174328985,True,True,eligible_regular_session
2014-08-08,2014-08-08,2014-08-08,390,389,2.464831165086705e-05,0.009656632497903182,True,True,eligible_regular_session
2014-08-11,2014-08-11,2014-08-11,390,389,1.149678687591205e-05,-4.6467561777969495e-05,True,True,eligible_regular_session
2014-08-12,2014-08-12,2014-08-12,390,389,1.859886677511212e-05,8.273693795310963e-05,True,True,eligible_regular_session
2014-08-13,2014-08-13,2014-08-13,390,389,1.0219836689907331e-05,0.002963620664993772,True,True,eligible_regular_session
2014-08-14,2014-08-14,2014-08-14,390,389,6.395228194696463e-06,0.002725048555081867,True,True,eligible_regular_session
2014-08-15,2014-08-15,2014-08-15,390,389,4.4238910863940004e-05,-0.002773558494164612,True,True,eligible_regular_session
2014-08-18,2014-08-18,2014-08-18,390,389,5.775532416902834e-06,0.004412504490497486,True,True,eligible_regular_session
2014-08-19,2014-08-19,2014-08-19,390,389,3.957612611068928e-06,0.0035288384892338525,True,True,eligible_regular_session
2014-08-20,2014-08-20,2014-08-20,390,389,9.238543195869224e-06,0.003944400239497618,True,True,eligible_regular_session
2014-08-21,2014-08-21,2014-08-21,390,389,5.096917941960855e-06,0.0022763314176743803,True,True,eligible_regular_session
2014-08-22,2014-08-22,2014-08-22,390,389,1.4260060033934223e-05,-0.0015629125613746049,True,True,eligible_regular_session
2014-08-25,2014-08-25,2014-08-25,390,389,5.357457279619076e-06,0.0010264550900859351,True,True,eligible_regular_session
2014-08-26,2014-08-26,2014-08-26,390,389,4.4611626857630765e-06,0.000285022091141556,True,True,eligible_regular_session
2014-08-27,2014-08-27,2014-08-27,390,389,4.341273474194944e-06,-0.0009095998388133094,True,True,eligible_regular_session
2014-08-28,2014-08-28,2014-08-28,390,389,6.90194934938228e-06,0.0013429008672510166,True,True,eligible_regular_session
2014-08-29,2014-08-29,2014-08-29,390,389,6.0132295721407205e-06,0.0014486023522925263,True,True,eligible_regular_session
2014-09-02,2014-09-02,2014-09-02,390,389,8.756127801566322e-06,-0.0017666438370614952,True,True,eligible_regular_session
2014-09-03,2014-09-03,2014-09-03,390,389,8.001778563810905e-06,-0.003049277348916364,True,True,eligible_regular_session
2014-09-04,2014-09-04,2014-09-04,390,389,1.3058707807060134e-05,-0.0028791526394558145,True,True,eligible_regular_session
2014-09-05,2014-09-05,2014-09-05,390,389,1.634669669733911e-05,0.0051491027941930915,True,True,eligible_regular_session
2014-09-08,2014-09-08,2014-09-08,390,389,1.0915453535178088e-05,-0.0018967571149672419,True,True,eligible_regular_session
2014-09-09,2014-09-09,2014-09-09,390,389,1.9105544332063033e-05,-0.005331500254390465,True,True,eligible_regular_session
2014-09-10,2014-09-10,2014-09-10,390,389,1.7119895577804824e-05,0.0033176016235330263,True,True,eligible_regular_session
2014-09-11,2014-09-11,2014-09-11,390,389,1.4622056963090433e-05,0.0045563652054603845,True,True,eligible_regular_session
2014-09-12,2014-09-12,2014-09-12,390,389,1.798350610765876e-05,-0.004562363456000597,True,True,eligible_regular_session
2014-09-15,2014-09-15,2014-09-15,390,389,1.5874385280592184e-05,-0.0007003489434632013,True,True,eligible_regular_session
2014-09-16,2014-09-16,2014-09-16,390,389,1.3924954185502522e-05,0.009636073083737153,True,True,eligible_regular_session
2014-09-17,2014-09-17,2014-09-17,390,389,2.7073103200086148e-05,0.00044975264363131956,True,True,eligible_regular_session
2014-09-18,2014-09-18,2014-09-18,390,389,8.045870312499235e-06,0.002458972751789102,True,True,eligible_regular_session
2014-09-19,2014-09-19,2014-09-19,390,389,1.3292157653127824e-05,-0.0020619947036178317,True,True,eligible_regular_session
2014-09-22,2014-09-22,2014-09-22,390,389,1.5544767006844694e-05,-0.006462259882516995,True,True,eligible_regular_session
2014-09-23,2014-09-23,2014-09-23,390,389,1.647486233438803e-05,-0.0023171946131629226,True,True,eligible_regular_session
2014-09-24,2014-09-24,2014-09-24,390,389,1.3984772885236006e-05,0.00737302754939258,True,True,eligible_regular_session
2014-09-25,2014-09-25,2014-09-25,390,389,3.926593471394139e-05,-0.01379666570256679,True,True,eligible_regular_session
2014-09-26,2014-09-26,2014-09-26,390,389,2.479970539366809e-05,0.007081619738209502,True,True,eligible_regular_session
2014-09-29,2014-09-29,2014-09-29,390,389,3.002475171266072e-05,0.00361642064989394,True,True,eligible_regular_session
2014-09-30,2014-09-30,2014-09-30,390,389,3.3418100331271954e-05,-0.0037390408585165355,True,True,eligible_regular_session
2014-10-01,2014-10-01,2014-10-01,390,389,4.118807011794036e-05,-0.012106011609869885,True,True,eligible_regular_session
2014-10-02,2014-10-02,2014-10-02,390,389,4.309059806672938e-05,0.0007299683147778596,True,True,eligible_regular_session
2014-10-03,2014-10-03,2014-10-03,390,389,2.702077481530015e-05,0.00666988694441836,True,True,eligible_regular_session
