date,first_timestamp,last_timestamp,n_price_observations,n_intraday_returns,rv,session_return,is_regular_close,is_model_eligible,quality_flag
2019-10-23,2019-10-23,2019-10-23,390,389,1.0815802603730178e-05,0.002929743301787134,True,True,eligible_regular_session
2019-10-24,2019-10-24,2019-10-24,390,389,1.2863708782254577e-05,-0.0017028230141891115,True,True,eligible_regular_session
2019-10-25,2019-10-25,2019-10-25,390,389,1.0306856054578132e-05,0.006227612744312956,True,True,eligible_regular_session
2019-10-28,2019-10-28,2019-10-28,390,389,6.850807125894803e-06,0.0007406200809570032,True,True,eligible_regular_session
2019-10-29,2019-10-29,2019-10-29,390,389,1.1832712182625295e-05,-6.257296751047649e-05,True,True,eligible_regular_session
2019-10-30,2019-10-30,2019-10-30,390,389,2.399610411210945e-05,0.00317824208846828,True,True,eligible_regular_session
2019-10-31,2019-10-31,2019-10-31,390,389,2.317574922451345e-05,-0.002396691150676707,True,True,eligible_regular_session
2019-11-01,2019-11-01,2019-11-01,390,389,8.348657451230617e-06,0.004110539274936556,True,True,eligible_regular_session
2019-11-04,2019-11-04,2019-11-04,390,389,6.86378429056896e-06,-0.002238988523570784,True,True,eligible_regular_session
2019-11-05,2019-11-05,2019-11-05,390,389,1.1335961723411082e-05,-0.0018488407774232885,True,True,eligible_regular_session
2019-11-06,2019-11-06,2019-11-06,390,389,1.312534045773852e-05,0.0008714172461239725,True,True,eligible_regular_session
2019-11-07,2019-11-07,2019-11-07,390,389,1.7221387906892476e-05,-0.0014542065236071244,True,True,eligible_regular_session
2019-11-08,2019-11-08,2019-11-08,390,389,1.1064392827527523e-05,0.003566613703514695,True,True,eligible_regular_session
2019-11-11,2019-11-11,2019-11-11,390,389,4.181768064698028e-06,0.003157140821021627,True,True,eligible_regular_session
2019-11-12,2019-11-12,2019-11-12,390,389,8.456184971135016e-06,0.0005273314723942336,True,True,eligible_regular_session
2019-11-13,2019-11-13,2019-11-13,390,389,1.774489513085515e-05,0.004272216565033355,True,True,eligible_regular_session
2019-11-14,2019-11-14,2019-11-14,390,389,1.3610966631954364e-05,0.0023761235125076157,True,True,eligible_regular_session
2019-11-15,2019-11-15,2019-11-15,390,389,4.902669800866467e-06,0.003114077170876615,True,True,eligible_regular_session
2019-11-18,2019-11-18,2019-11-18,390,389,8.052426053029899e-06,0.0019014308139531078,True,True,eligible_regular_session
2019-11-19,2019-11-19,2019-11-19,390,389,9.38380306109954e-06,-0.002343278395265135,True,True,eligible_regular_session
2019-11-20,2019-11-20,2019-11-20,390,389,2.7258966331849143e-05,-0.0021857299876255044,True,True,eligible_regular_session
2019-11-21,2019-11-21,2019-11-21,390,389,1.5677860309427124e-05,-0.0018315642457683203,True,True,eligible_regular_session
2019-11-22,2019-11-22,2019-11-22,390,389,9.080514482375027e-06,-0.0005946746260442264,True,True,eligible_regular_session
2019-11-25,2019-11-25,2019-11-25,390,389,4.676810304976833e-06,0.003997510879907233,True,True,eligible_regular_session
2019-11-26,2019-11-26,2019-11-26,390,389,6.36491344054233e-06,0.0023521548350044852,True,True,eligible_regular_session
2019-11-27,2019-11-27,2019-11-27,390,389,3.7751844326968457e-06,0.002682775502015943,True,True,eligible_regular_session
2019-11-29,2019-11-29,2019-11-29,232,231,5.047100726575893e-06,-0.001908409665778274,False,False,short_or_incomplete
2019-12-02,2019-12-02,2019-12-02,390,389,2.9419712994386632e-05,-0.008900452642287294,True,True,eligible_regular_session
2019-12-03,2019-12-03,2019-12-03,390,389,3.1038092520270155e-05,0.0039000421945891875,True,True,eligible_regular_session
2019-12-04,2019-12-04,2019-12-04,390,389,1.0838171865024196e-05,0.0026796946451646394,True,True,eligible_regular_session
2019-12-05,2019-12-05,2019-12-05,390,389,1.4418693958371993e-05,0.0004266560655495682,True,True,eligible_regular_session
2019-12-06,2019-12-06,2019-12-06,390,389,5.207150865302056e-06,0.0018455943277708399,True,True,eligible_regular_session
2019-12-09,2019-12-09,2019-12-09,390,389,4.422014339178956e-06,-0.0021377230089676493,True,True,eligible_regular_session
2019-12-10,2019-12-10,2019-12-10,390,389,1.583458333346003e-05,-0.00031598047567409613,True,True,eligible_regular_session
2019-12-11,2019-12-11,2019-12-11,390,389,9.720788261786272e-06,0.0016056993019266449,True,True,eligible_regular_session
2019-12-12,2019-12-12,2019-12-12,390,389,4.8831256293485736e-05,0.008922204434183746,True,True,eligible_regular_session
2019-12-13,2019-12-13,2019-12-13,390,389,3.708652834073174e-05,0.001620359391979649,True,True,eligible_regular_session
2019-12-16,2019-12-16,2019-12-16,390,389,6.077292081380058e-06,0.0005234051541695197,True,True,eligible_regular_session
2019-12-17,2019-12-17,2019-12-17,390,389,7.514906088971917e-06,-0.000983238063512171,True,True,eligible_regular_session
2019-12-18,2019-12-18,2019-12-18,390,389,5.095098772122444e-06,-0.001311771219877077,True,True,eligible_regular_session
2019-12-19,2019-12-19,2019-12-19,390,389,4.3635454534923085e-06,0.003146617017264082,True,True,eligible_regular_session
2019-12-20,2019-12-20,2019-12-20,390,389,4.21191522127163e-06,-0.00033529439472160147,True,True,eligible_regular_session
2019-12-23,2019-12-23,2019-12-23,390,389,2.4878568823417765e-06,-0.00089598101181871,True,True,eligible_regular_session
2019-12-24,2019-12-24,2019-12-24,232,231,1.935688992431803e-06,-0.0008000819115221171,False,False,short_or_incomplete
2019-12-26,2019-12-26,2019-12-26,390,389,2.85210164120403e-06,0.003407284737256235,True,True,eligible_regular_session
2019-12-27,2019-12-27,2019-12-27,390,389,5.476605933542865e-06,-0.002435521572877103,True,True,eligible_regular_session
2019-12-30,2019-12-30,2019-12-30,390,389,1.542341029184233e-05,-0.0054659997614245,True,True,eligible_regular_session
2019-12-31,2019-12-31,2019-12-31,390,389,1.2803282121236394e-05,0.005310370470725593,True,True,eligible_regular_session
2020-01-02,2020-01-02,2020-01-02,390,389,1.2098446136048882e-05,0.0031730636207223826,True,True,eligible_regular_session
2020-01-03,2020-01-03,2020-01-03,390,389,2.6580823796533918e-05,0.002891231126915933,True,True,eligible_regular_session
2020-01-06,2020-01-06,2020-01-06,390,389,1.0259683721732437e-05,0.009685418158923586,True,True,eligible_regular_session
2020-01-07,2020-01-07,2020-01-07,390,389,1.12038175774844e-05,-0.0003644787685138312,True,True,eligible_regular_session
2020-01-08,2020-01-08,2020-01-08,390,389,1.983451978314692e-05,0.004949391430863064,True,True,eligible_regular_session
2020-01-09,2020-01-09,2020-01-09,390,389,1.0285674942908896e-05,0.0012712500604269963,True,True,eligible_regular_session
2020-01-10,2020-01-10,2020-01-10,390,389,1.2976093073915266e-05,-0.004839192159380927,True,True,eligible_regular_session
2020-01-13,2020-01-13,2020-01-13,390,389,6.138013580719155e-06,0.004426107806767374,True,True,eligible_regular_session
2020-01-14,2020-01-14,2020-01-14,390,389,2.5997261651755518e-05,-0.0006729629043389058,True,True,eligible_regular_session
2020-01-15,2020-01-15,2020-01-15,390,389,1.535392581448313e-05,0.00229187914104035,True,True,eligible_regular_session
2020-01-16,2020-01-16,2020-01-16,390,389,7.240651561555319e-06,0.003736571810350273,True,True,eligible_regular_session
2020-01-17,2020-01-17,2020-01-17,390,389,7.6078265558530445e-06,0.0015451307416672274,True,True,eligible_regular_session
2020-01-21,2020-01-21,2020-01-21,390,389,1.1319975747895908e-05,0.0004758806894298147,True,True,eligible_regular_session
2020-01-22,2020-01-22,2020-01-22,390,389,9.25660926957078e-06,-0.00232129591594825,True,True,eligible_regular_session
2020-01-23,2020-01-23,2020-01-23,390,389,1.6900373073338902e-05,0.004079105241505966,True,True,eligible_regular_session
2020-01-24,2020-01-24,2020-01-24,390,389,4.148209103945727e-05,-0.011237022600291977,True,True,eligible_regular_session
2020-01-27,2020-01-27,2020-01-27,390,389,3.774510731448062e-05,0.002058582342643691,True,True,eligible_regular_session
2020-01-28,2020-01-28,2020-01-28,390,389,1.8522312752684383e-05,0.005070677349743384,True,True,eligible_regular_session
2020-01-29,2020-01-29,2020-01-29,390,389,2.2381587702276447e-05,-0.005407518184499692,True,True,eligible_regular_session
2020-01-30,2020-01-30,2020-01-30,390,389,5.398856352155872e-05,0.009593170212492817,True,True,eligible_regular_session
2020-01-31,2020-01-31,2020-01-31,390,389,7.851269697192119e-05,-0.01615443642340835,True,True,eligible_regular_session
2020-02-03,2020-02-03,2020-02-03,390,389,3.0004404271733924e-05,0.0015464142912068126,True,True,eligible_regular_session
2020-02-04,2020-02-04,2020-02-04,390,389,1.476306561519332e-05,0.002969758043198432,True,True,eligible_regular_session
2020-02-05,2020-02-05,2020-02-05,390,389,2.6534558930854637e-05,0.0014043218204348466,True,True,eligible_regular_session
2020-02-06,2020-02-06,2020-02-06,390,389,1.530981274436108e-05,0.0005441526153435787,True,True,eligible_regular_session
2020-02-07,2020-02-07,2020-02-07,390,389,2.453915768073036e-05,-0.0013213810352471224,True,True,eligible_regular_session
2020-02-10,2020-02-10,2020-02-10,390,389,1.1359084769701477e-05,0.009815433807718918,True,True,eligible_regular_session
2020-02-11,2020-02-11,2020-02-11,390,389,1.8379657660584474e-05,-0.0029767458308676492,True,True,eligible_regular_session
2020-02-12,2020-02-12,2020-02-12,390,389,1.1809611871859737e-05,0.001409597935402478,True,True,eligible_regular_session
2020-02-13,2020-02-13,2020-02-13,390,389,2.0434543805087415e-05,0.003967599227244149,True,True,eligible_regular_session
2020-02-14,2020-02-14,2020-02-14,390,389,1.2859162056196279e-05,0.0007103870724151165,True,True,eligible_regular_session
2020-02-18,2020-02-18,2020-02-18,390,389,1.811707727368235e-05,0.0007569517470765104,True,True,eligible_regular_session
2020-02-19,2020-02-19,2020-02-19,390,389,7.98769895399312e-06,0.0014156208264454178,True,True,eligible_regular_session
2020-02-20,2020-02-20,2020-02-20,390,389,5.257202268545253e-05,-0.002333557481853318,True,True,eligible_regular_session
2020-02-21,2020-02-21,2020-02-21,390,389,4.565512837113548e-05,-0.00674521190296985,True,True,eligible_regular_session
2020-02-24,2020-02-24,2020-02-24,390,389,0.00010119665205201758,-0.0023717751430734142,True,True,eligible_regular_session
2020-02-25,2020-02-25,2020-02-25,390,389,0.00026467360334900985,-0.03682482985812149,True,True,eligible_regular_session
2020-02-26,2020-02-26,2020-02-26,390,389,0.0002507258360914581,-0.010353523437345398,True,True,eligible_regular_session
2020-02-27,2020-02-27,2020-02-27,390,389,0.0004408873439888725,-0.026291667033439707,True,True,eligible_regular_session
2020-02-28,2020-02-28,2020-02-28,390,389,0.0011124325775370518,0.019396253962753532,True,True,eligible_regular_session
2020-03-02,2020-03-02,2020-03-02,390,389,0.0004602335846744201,0.03456861217386876,True,True,eligible_regular_session
2020-03-03,2020-03-03,2020-03-03,390,389,0.0014279568956273151,-0.02707624144584171,True,True,eligible_regular_session
2020-03-04,2020-03-04,2020-03-04,390,389,0.0002716766788120776,0.022318179001101404,True,True,eligible_regular_session
2020-03-05,2020-03-05,2020-03-05,390,389,0.0003035359237678045,-0.008968729019905293,True,True,eligible_regular_session
2020-03-06,2020-03-06,2020-03-06,390,389,0.0004939614782345025,0.012207121675467747,True,True,eligible_regular_session
2020-03-09,2020-03-09,2020-03-09,390,389,0.0008983649956162935,-0.009197935118744165,True,True,eligible_regular_session
2020-03-10,2020-03-10,2020-03-10,390,389,0.0008681541203978303,0.01438924035852161,True,True,eligible_regular_session
2020-03-11,2020-03-11,2020-03-11,390,389,0.0007311403975512539,-0.022941847524929962,True,True,eligible_regular_session
2020-03-12,2020-03-12,2020-03-12,390,389,0.0023685709421895082,-0.032113187910661235,True,True,eligible_regular_session
2020-03-13,2020-03-13,2020-03-13,390,389,0.0018687110051225485,0.03317823868768827,True,True,eligible_regular_session
2020-03-16,2020-03-16,2020-03-16,390,389,0.002650466159255004,-0.043364570785651584,True,True,eligible_regular_session
2020-03-17,2020-03-17,2020-03-17,390,389,0.0023447766683513654,0.03263717298362922,True,True,eligible_regular_session
2020-03-18,2020-03-18,2020-03-18,390,389,0.0024176388334720862,0.005994257142619994,True,True,eligible_regular_session
2020-03-19,2020-03-19,2020-03-19,390,389,0.0017647596861915817,0.009352194699227044,True,True,eligible_regular_session
2020-03-20,2020-03-20,2020-03-20,390,389,0.0014253404509725663,-0.053332959278534806,True,True,eligible_regular_session
2020-03-23,2020-03-23,2020-03-23,390,389,0.0021683609218562244,-0.015643451454118957,True,True,eligible_regular_session
2020-03-24,2020-03-24,2020-03-24,390,389,0.00074950020733306,0.038135917013146316,True,True,eligible_regular_session
2020-03-25,2020-03-25,2020-03-25,390,389,0.0012202080185897191,0.01570436846798288,True,True,eligible_regular_session
2020-03-26,2020-03-26,2020-03-26,390,389,0.000955678757868762,0.041329576537370856,True,True,eligible_regular_session
2020-03-27,2020-03-27,2020-03-27,390,389,0.0006689009965010798,-0.0025830613596773445,True,True,eligible_regular_session
2020-03-30,2020-03-30,2020-03-30,390,389,0.00034876029049981814,0.01987604852277671,True,True,eligible_regular_session
2020-03-31,2020-03-31,2020-03-31,390,389,0.00035370891746391647,-0.00958020633176313,True,True,eligible_regular_session
2020-04-01,2020-04-01,2020-04-01,390,389,0.00035614630730785137,-0.007480437114504289,True,True,eligible_regular_session
2020-04-02,2020-04-02,2020-04-02,390,389,0.0006698385445706655,0.02259182279081863,True,True,eligible_regular_session
2020-04-03,2020-04-03,2020-04-03,390,389,0.00035805530403029955,-0.010091282225834265,True,True,eligible_regular_session
2020-04-06,2020-04-06,2020-04-06,390,389,0.0002306064190887513,0.02901351005953102,True,True,eligible_regular_session
2020-04-07,2020-04-07,2020-04-07,390,389,0.0005534336079884136,-0.034349313878428454,True,True,eligible_regular_session
2020-04-08,2020-04-08,2020-04-08,390,389,0.0002771051114262154,0.020651425526081953,True,True,eligible_regular_session
2020-04-09,2020-04-09,2020-04-09,390,389,0.0003294210054709769,0.003063086486122492,True,True,eligible_regular_session
2020-04-13,2020-04-13,2020-04-13,390,389,0.00023432283125293747,-0.004798026409553764,True,True,eligible_regular_session
2020-04-14,2020-04-14,2020-04-14,390,389,0.00012435982225655337,0.011789608751792514,True,True,eligible_regular_session
2020-04-15,2020-04-15,2020-04-15,390,389,0.00016477778991581737,0.0007402483403947303,True,True,eligible_regular_session
2020-04-16,2020-04-16,2020-04-16,390,389,0.00018891324282625007,-0.0006428066587553039,True,True,eligible_regular_session
2020-04-17,2020-04-17,2020-04-17,390,389,0.00012510980859419777,0.005737574764530522,True,True,eligible_regular_session
2020-04-20,2020-04-20,2020-04-20,390,389,0.00013556427682852765,-0.0022397059886772376,True,True,eligible_regular_session
2020-04-21,2020-04-21,2020-04-21,390,389,0.0002589329863668582,-0.01361527979718235,True,True,eligible_regular_session
2020-04-22,2020-04-22,2020-04-22,390,389,9.085571045217307e-05,0.0018673473718842698,True,True,eligible_regular_session
2020-04-23,2020-04-23,2020-04-23,390,389,0.00026016194795577997,-0.00501352488226978,True,True,eligible_regular_session
2020-04-24,2020-04-24,2020-04-24,390,389,8.832096733191213e-05,0.00687022902513495,True,True,eligible_regular_session
2020-04-27,2020-04-27,2020-04-27,390,389,4.799053281716611e-05,0.007300142235211031,True,True,eligible_regular_session
2020-04-28,2020-04-28,2020-04-28,390,389,0.00013166599396907103,-0.019346361263392717,True,True,eligible_regular_session
2020-04-29,2020-04-29,2020-04-29,390,389,7.330330864438479e-05,0.006563309094189896,True,True,eligible_regular_session
2020-04-30,2020-04-30,2020-04-30,390,389,0.00013659248161788522,-0.0034954695725951932,True,True,eligible_regular_session
2020-05-01,2020-05-01,2020-05-01,390,389,0.00011301824934620473,-0.009046845595993239,True,True,eligible_regular_session
2020-05-04,2020-05-04,2020-05-04,390,389,7.67395322584545e-05,0.0124247180659722,True,True,eligible_regular_session
2020-05-05,2020-05-05,2020-05-05,390,389,7.010358046348915e-05,-0.0010871649414781882,True,True,eligible_regular_session
2020-05-06,2020-05-06,2020-05-06,390,389,9.58581549683363e-05,-0.013003140967312374,True,True,eligible_regular_session
2020-05-07,2020-05-07,2020-05-07,390,389,6.976220767119194e-05,-0.0019868555109134175,True,True,eligible_regular_session
2020-05-08,2020-05-08,2020-05-08,390,389,3.935180508387493e-05,0.005538966553028564,True,True,eligible_regular_session
2020-05-11,2020-05-11,2020-05-11,390,389,4.659674845058492e-05,0.008442339740583626,True,True,eligible_regular_session
2020-05-12,2020-05-12,2020-05-12,390,389,8.165816246812681e-05,-0.025625713158026715,True,True,eligible_regular_session
2020-05-13,2020-05-13,2020-05-13,390,389,0.00023417004388242584,-0.015781154824757705,True,True,eligible_regular_session
2020-05-14,2020-05-14,2020-05-14,390,389,0.00022806438803801843,0.021342230272798513,True,True,eligible_regular_session
2020-05-15,2020-05-15,2020-05-15,390,389,0.00012967692597138468,0.013027702997563943,True,True,eligible_regular_session
2020-05-18,2020-05-18,2020-05-18,390,389,5.343878093207605e-05,0.006240964178394944,True,True,eligible_regular_session
2020-05-19,2020-05-19,2020-05-19,390,389,9.635558717891807e-05,-0.007554177918127816,True,True,eligible_regular_session
2020-05-20,2020-05-20,2020-05-20,390,389,5.588194077738803e-05,0.003121189528666825,True,True,eligible_regular_session
2020-05-21,2020-05-21,2020-05-21,390,389,8.94499754486057e-05,-0.007173115639350471,True,True,eligible_regular_session
2020-05-22,2020-05-22,2020-05-22,390,389,3.8743505303756145e-05,0.0031686939479068014,True,True,eligible_regular_session
2020-05-26,2020-05-26,2020-05-26,390,389,4.8003582025989695e-05,-0.009477545722088093,True,True,eligible_regular_session
2020-05-27,2020-05-27,2020-05-27,390,389,0.00010409429487849628,0.004897332771958206,True,True,eligible_regular_session
2020-05-28,2020-05-28,2020-05-28,390,389,9.313162507964518e-05,-0.005001154530228746,True,True,eligible_regular_session
2020-05-29,2020-05-29,2020-05-29,390,389,0.0001834047513390244,0.008271023871857207,True,True,eligible_regular_session
2020-06-01,2020-06-01,2020-06-01,390,389,3.947631041215102e-05,0.007980500254056484,True,True,eligible_regular_session
2020-06-02,2020-06-02,2020-06-02,390,389,4.3139144042899016e-05,0.005206734944196567,True,True,eligible_regular_session
2020-06-03,2020-06-03,2020-06-03,390,389,2.8616485116755623e-05,0.005883786826252927,True,True,eligible_regular_session
2020-06-04,2020-06-04,2020-06-04,390,389,5.47730068227068e-05,0.001138029595857436,True,True,eligible_regular_session
2020-06-05,2020-06-05,2020-06-05,390,389,6.781344771974597e-05,0.005808675944898789,True,True,eligible_regular_session
2020-06-08,2020-06-08,2020-06-08,390,389,3.561031167969553e-05,0.008960171295508058,True,True,eligible_regular_session
2020-06-09,2020-06-09,2020-06-09,390,389,4.989520142841974e-05,0.0033632896352581328,True,True,eligible_regular_session
2020-06-10,2020-06-10,2020-06-10,390,389,0.00014239061071574915,-0.007729546309360673,True,True,eligible_regular_session
2020-06-11,2020-06-11,2020-06-11,390,389,0.0002452950642273651,-0.03422907162540654,True,True,eligible_regular_session
2020-06-12,2020-06-12,2020-06-12,390,389,0.0004269403181652966,-0.012933721888824624,True,True,eligible_regular_session
2020-06-15,2020-06-15,2020-06-15,390,389,0.0002327851317373554,0.028462670037172032,True,True,eligible_regular_session
2020-06-16,2020-06-16,2020-06-16,390,389,0.00031383880009002373,-0.007862592394140916,True,True,eligible_regular_session
2020-06-17,2020-06-17,2020-06-17,390,389,0.00010856956146891597,-0.00665173178653813,True,True,eligible_regular_session
2020-06-18,2020-06-18,2020-06-18,390,389,6.752449446623963e-05,0.005787992105244686,True,True,eligible_regular_session
2020-06-19,2020-06-19,2020-06-19,390,389,0.00012655801445681606,-0.016324253079893818,True,True,eligible_regular_session
2020-06-22,2020-06-22,2020-06-22,390,389,4.850314439385476e-05,0.008477329278483008,True,True,eligible_regular_session
2020-06-23,2020-06-23,2020-06-23,390,389,5.719924381039034e-05,-0.004069327485444102,True,True,eligible_regular_session
2020-06-24,2020-06-24,2020-06-24,390,389,0.00016941189972923465,-0.019563868452633006,True,True,eligible_regular_session
2020-06-25,2020-06-25,2020-06-25,390,389,0.00014493292601066543,0.012825583824195462,True,True,eligible_regular_session
2020-06-26,2020-06-26,2020-06-26,390,389,0.00016181465245136657,-0.020903269237744555,True,True,eligible_regular_session
2020-06-29,2020-06-29,2020-06-29,390,389,8.0363824182775e-05,0.009578992382959176,True,True,eligible_regular_session
2020-06-30,2020-06-30,2020-06-30,390,389,6.805493383924954e-05,0.016164549777882762,True,True,eligible_regular_session
2020-07-01,2020-07-01,2020-07-01,390,389,6.699425315847423e-05,0.002519119640777977,True,True,eligible_regular_session
2020-07-02,2020-07-02,2020-07-02,390,389,4.999923362271297e-05,-0.007292622430639772,True,True,eligible_regular_session
2020-07-06,2020-07-06,2020-07-06,390,389,3.527623280782786e-05,0.001995386725204827,True,True,eligible_regular_session
2020-07-07,2020-07-07,2020-07-07,390,389,4.6248838775002174e-05,-0.004943449070883164,True,True,eligible_regular_session
2020-07-08,2020-07-08,2020-07-08,390,389,5.8915349834364704e-05,0.004777534796817616,True,True,eligible_regular_session
2020-07-09,2020-07-09,2020-07-09,390,389,0.00011142140278418624,-0.00828700423532256,True,True,eligible_regular_session
2020-07-10,2020-07-10,2020-07-10,390,389,5.898593078215268e-05,0.00974130976401859,True,True,eligible_regular_session
2020-07-13,2020-07-13,2020-07-13,390,389,9.40734813526312e-05,-0.017433207568565295,True,True,eligible_regular_session
2020-07-14,2020-07-14,2020-07-14,390,389,0.0001897209738832046,0.018167746908888945,True,True,eligible_regular_session
2020-07-15,2020-07-15,2020-07-15,390,389,9.624012602968547e-05,-0.0017432854654983385,True,True,eligible_regular_session
2020-07-16,2020-07-16,2020-07-16,390,389,5.385736569218276e-05,0.002322729534126607,True,True,eligible_regular_session
2020-07-17,2020-07-17,2020-07-17,390,389,2.8078131195337286e-05,8.063415667260394e-05,True,True,eligible_regular_session
2020-07-20,2020-07-20,2020-07-20,390,389,2.8189049141717182e-05,0.00769052883268808,True,True,eligible_regular_session
2020-07-21,2020-07-21,2020-07-21,390,389,5.07394760292237e-05,-0.004187458159959577,True,True,eligible_regular_session
2020-07-22,2020-07-22,2020-07-22,390,389,2.602666242596972e-05,0.006348760994265757,True,True,eligible_regular_session
2020-07-23,2020-07-23,2020-07-23,390,389,8.470894686880896e-05,-0.011103115684885898,True,True,eligible_regular_session
2020-07-24,2020-07-24,2020-07-24,390,389,6.476145687302263e-05,0.0006998194751440645,True,True,eligible_regular_session
2020-07-27,2020-07-27,2020-07-27,390,389,2.3630266740362144e-05,0.006360473920752623,True,True,eligible_regular_session
2020-07-28,2020-07-28,2020-07-28,390,389,3.4111442895807525e-05,-0.004958498316364085,True,True,eligible_regular_session
2020-07-29,2020-07-29,2020-07-29,390,389,3.267978845655385e-05,0.008613052249085066,True,True,eligible_regular_session
2020-07-30,2020-07-30,2020-07-30,390,389,6.096047804895044e-05,0.00697265389431097,True,True,eligible_regular_session
2020-07-31,2020-07-31,2020-07-31,390,389,7.560427612307295e-05,0.002736574441263178,True,True,eligible_regular_session
2020-08-03,2020-08-03,2020-08-03,390,389,2.694902106787277e-05,0.0014155143930134715,True,True,eligible_regular_session
2020-08-04,2020-08-04,2020-08-04,390,389,2.159256985568953e-05,0.005148352108093093,True,True,eligible_regular_session
2020-08-05,2020-08-05,2020-08-05,390,389,1.6325611635313876e-05,0.0022201173326373987,True,True,eligible_regular_session
2020-08-06,2020-08-06,2020-08-06,390,389,2.312011790393646e-05,0.0075617729835588425,True,True,eligible_regular_session
2020-08-07,2020-08-07,2020-08-07,390,389,4.323868849222306e-05,0.003910470860762379,True,True,eligible_regular_session
2020-08-10,2020-08-10,2020-08-10,390,389,2.7911224988965874e-05,0.0007144345852062522,True,True,eligible_regular_session
2020-08-11,2020-08-11,2020-08-11,390,389,6.32612544576928e-05,-0.013072237376595224,True,True,eligible_regular_session
2020-08-12,2020-08-12,2020-08-12,390,389,2.6905131302786715e-05,0.004769017600938695,True,True,eligible_regular_session
2020-08-13,2020-08-13,2020-08-13,390,389,3.4358250579645485e-05,0.0009520463039874844,True,True,eligible_regular_session
2020-08-14,2020-08-14,2020-08-14,390,389,2.5770359662172914e-05,0.0017539776895120348,True,True,eligible_regular_session
2020-08-17,2020-08-17,2020-08-17,390,389,5.548784742191258e-06,-0.00024831207042491974,True,True,eligible_regular_session
2020-08-18,2020-08-18,2020-08-18,390,389,2.04760245684127e-05,0.00015637285812102823,True,True,eligible_regular_session
2020-08-19,2020-08-19,2020-08-19,390,389,2.475809661574665e-05,-0.005303500471540505,True,True,eligible_regular_session
2020-08-20,2020-08-20,2020-08-20,390,389,1.9295240050756885e-05,0.008853763990398326,True,True,eligible_regular_session
2020-08-21,2020-08-21,2020-08-21,390,389,1.937835262831975e-05,0.004046236362014271,True,True,eligible_regular_session
2020-08-24,2020-08-24,2020-08-24,390,389,2.4294843092235424e-05,0.0019394744418271847,True,True,eligible_regular_session
2020-08-25,2020-08-25,2020-08-25,390,389,2.1061880425369237e-05,0.001586840602684958,True,True,eligible_regular_session
2020-08-26,2020-08-26,2020-08-26,390,389,2.0160325114815163e-05,0.008608548494504594,True,True,eligible_regular_session
2020-08-27,2020-08-27,2020-08-27,390,389,6.623342335012059e-05,-0.00044758905186971135,True,True,eligible_regular_session
2020-08-28,2020-08-28,2020-08-28,390,389,2.2504098287460138e-05,0.0029835129630231666,True,True,eligible_regular_session
2020-08-31,2020-08-31,2020-08-31,390,389,3.388399084499186e-05,-0.001977861729285139,True,True,eligible_regular_session
2020-09-01,2020-09-01,2020-09-01,390,389,2.57416704688981e-05,0.007481058444629957,True,True,eligible_regular_session
2020-09-02,2020-09-02,2020-09-02,390,389,4.316859644594158e-05,0.010659429245228834,True,True,eligible_regular_session
2020-09-03,2020-09-03,2020-09-03,390,389,0.0002848380067305357,-0.030349444587070767,True,True,eligible_regular_session
2020-09-04,2020-09-04,2020-09-04,390,389,0.00041682093666308795,-0.010606775783193424,True,True,eligible_regular_session
2020-09-08,2020-09-08,2020-09-08,390,389,0.0002353616740816826,-0.006736630790111421,True,True,eligible_regular_session
2020-09-09,2020-09-09,2020-09-09,390,389,7.63837387668244e-05,0.0065882535681521,True,True,eligible_regular_session
2020-09-10,2020-09-10,2020-09-10,390,389,0.00021898526778652816,-0.023003951939023427,True,True,eligible_regular_session
2020-09-11,2020-09-11,2020-09-11,390,389,0.00017085339682687743,-0.0058844060414689515,True,True,eligible_regular_session
2020-09-14,2020-09-14,2020-09-14,390,389,5.910078048955187e-05,0.002110008225569508,True,True,eligible_regular_session
2020-09-15,2020-09-15,2020-09-15,390,389,3.360909204917568e-05,-0.0029478712422995536,True,True,eligible_regular_session
2020-09-16,2020-09-16,2020-09-16,390,389,7.991656913511176e-05,-0.007902969865093814,True,True,eligible_regular_session
2020-09-17,2020-09-17,2020-09-17,390,389,0.00012312992653376378,0.00765345703195039,True,True,eligible_regular_session
2020-09-18,2020-09-18,2020-09-18,390,389,0.00011414845901824571,-0.012475494123685456,True,True,eligible_regular_session
2020-09-21,2020-09-21,2020-09-21,390,389,0.0001670562929270428,0.004909121040961612,True,True,eligible_regular_session
2020-09-22,2020-09-22,2020-09-22,390,389,7.54155616060026e-05,0.0052742483089676636,True,True,eligible_regular_session
2020-09-23,2020-09-23,2020-09-23,390,389,0.00012335823499058868,-0.025161322732319358,True,True,eligible_regular_session
2020-09-24,2020-09-24,2020-09-24,390,389,0.00019288224332650365,0.006030758990320284,True,True,eligible_regular_session
2020-09-25,2020-09-25,2020-09-25,390,389,9.106955330724509e-05,0.01873159710352342,True,True,eligible_regular_session
2020-09-28,2020-09-28,2020-09-28,390,389,4.9944106960304215e-05,0.0020007651386328433,True,True,eligible_regular_session
2020-09-29,2020-09-29,2020-09-29,390,389,4.942523573464557e-05,-0.0036480389998274935,True,True,eligible_regular_session
2020-09-30,2020-09-30,2020-09-30,390,389,0.00011341073861090391,0.004266280397906189,True,True,eligible_regular_session
